security_id,market,market_date,raw_close,volume,exchange_trading_value
010120,KR,2022-06-10,52500,124118,6529435200
010120,KR,2022-06-13,51100,113738,5889414800
010120,KR,2022-06-14,51100,106170,5397077600
010120,KR,2022-06-15,50700,103002,5195119000
010120,KR,2022-06-16,51700,105604,5490438800
010120,KR,2022-06-17,51200,107683,5458619350
010120,KR,2022-06-20,50600,96290,4922925400
010120,KR,2022-06-21,53100,167060,8801201000
010120,KR,2022-06-22,52000,201477,10701602300
010120,KR,2022-06-23,53000,272637,14605291000
010120,KR,2022-06-24,53000,148819,7847976800
010120,KR,2022-06-27,53100,151960,8154742500
010120,KR,2022-06-28,58000,488227,27664477800
010120,KR,2022-06-29,57700,210187,12124280100
010120,KR,2022-06-30,57600,189009,10934920100
010120,KR,2022-07-01,56600,189778,10891158600
010120,KR,2022-07-04,56000,276279,15286334800
010120,KR,2022-07-05,59100,386180,21956103900
010120,KR,2022-07-06,51800,566667,30452657300
010120,KR,2022-07-07,53000,309156,16034368100
010120,KR,2022-07-08,53200,190384,10240404300
010120,KR,2022-07-11,52100,88855,4677336400
010120,KR,2022-07-12,50600,181120,9176465700
010120,KR,2022-07-13,50400,137048,6850494150
010120,KR,2022-07-14,50600,171938,8670627350
010120,KR,2022-07-15,49800,122750,6125560850
010120,KR,2022-07-18,50800,92756,4666415550
010120,KR,2022-07-19,51400,68178,3497304800
010120,KR,2022-07-20,51400,60977,3139266600
010120,KR,2022-07-21,51000,72823,3703247800
010120,KR,2022-07-22,51100,87971,4481145800
010120,KR,2022-07-25,52900,158069,8321584200
010120,KR,2022-07-26,52700,78180,4144327000
010120,KR,2022-07-27,53600,119077,6385546700
010120,KR,2022-07-28,57700,488464,27675327900
010120,KR,2022-07-29,58000,386284,22169436000
010120,KR,2022-08-01,57800,231433,13510698400
010120,KR,2022-08-02,57100,129146,7426077400
010120,KR,2022-08-03,56400,112844,6336395800
010120,KR,2022-08-04,55200,174088,9649411200
010120,KR,2022-08-05,55300,92779,5152125400
010120,KR,2022-08-08,57500,140872,8076840600
010120,KR,2022-08-09,56600,71060,4041317700
010120,KR,2022-08-10,59000,261434,15508104800
010120,KR,2022-08-11,58700,86366,5069914400
010120,KR,2022-08-12,58800,63691,3741564500
010120,KR,2022-08-16,58000,129430,7514047600
010120,KR,2022-08-17,57400,115589,6618224600
010120,KR,2022-08-18,57900,92774,5385012500
010120,KR,2022-08-19,56900,88030,5046685000
010120,KR,2022-08-22,56100,80031,4500972400
010120,KR,2022-08-23,57600,158556,9125636800
010120,KR,2022-08-24,61300,381460,23205558700
010120,KR,2022-08-25,58300,267448,15799617000
010120,KR,2022-08-26,58000,147804,8590412700
010120,KR,2022-08-29,57800,117379,6709646600
010120,KR,2022-08-30,56900,111859,6402734100
010120,KR,2022-08-31,55800,160633,8980347500
